Year,Season,Koppen climate classification,Climate,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Thermal preference
2010.0,Summer,7.0,7.0,0.0,2.0,3.0,1.0,1.0,65.0,2.0,0.0,1.0,1.0,1.0,0.0,-0.2,6.0,24.41,0.42,1.2,1.194218,1.257274,1.264003,1.3192139999999999,25.3,77.5,24.569257999999998,76.22371899999999,25.3,23.450124,74.207647,25.2,77.3,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,25.2,77.3,22.970135,73.34141899999999,40.3,0.0,11.470175,0.11,21.65,22.0,72.0,2
1996.0,Winter,9.0,5.0,26.0,2.0,2.0,1.0,1.0,13.189256388091055,0.0,2.0,1.0,1.0,0.0,0.0,-0.1,5.0,24.48,0.6,1.2,1.194218,1.257274,1.264003,1.3192139999999999,25.2,77.3,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,25.6,78.1,24.375785999999998,75.874689,22.7,72.8,23.3,0.0,11.470175,0.05,9.84,16.0,61.0,2
1995.0,Winter,9.0,5.0,26.0,2.0,1.0,1.0,1.0,13.189256388091055,0.0,2.0,0.0,1.0,0.0,0.0,1.4,47.0,32.29,1.47,1.3,1.194218,1.257274,1.264003,1.3192139999999999,27.3,81.2,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,27.6,81.7,24.375785999999998,75.874689,22.970135,73.34141899999999,20.5,0.0,11.470175,0.05,9.84,16.0,61.0,3
2005.0,Autumn,7.0,7.0,4.0,3.0,2.0,1.0,0.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,3.0,2.0,78.0,30.44,0.4,1.2,1.194218,1.257274,1.264003,1.3192139999999999,31.0,87.7,31.0,87.8,31.0,30.9,87.6,24.504233,76.105627,32.7,90.8,24.621170000000003,76.316978,31.8,89.2,31.9,89.4,31.7,89.1,58.6,0.0,11.470175,0.29,56.43,24.0,75.0,1
2015.0,Autumn,9.0,5.0,26.0,4.0,2.0,1.0,1.0,50.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.83,1.0,1.194218,1.257274,1.264003,1.3192139999999999,17.6,63.7,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,67.6,0.0,0.0,0.8476799999999999,34.932351000000004,8.1,46.5,2
2012.0,Winter,3.0,16.0,9.0,2.0,1.0,1.0,0.0,35.0,2.0,-1.0,1.0,1.0,1.0,6.0,0.5,10.0,26.55,0.77,1.1,1.194218,1.257274,1.264003,1.3192139999999999,26.0,78.8,26.0,78.8,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,26.2,79.2,24.375785999999998,75.874689,22.970135,73.34141899999999,64.1,0.0,11.470175,0.37,72.83,30.8,87.4,2
1996.0,Summer,9.0,5.0,26.0,2.0,2.0,1.0,1.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,0.0,0.1,5.0,24.91,0.48,1.4,1.194218,1.257274,1.264003,1.3192139999999999,24.4,75.8,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,22.2,72.0,24.375785999999998,75.874689,24.4,75.8,48.0,0.0,11.470175,0.02,3.94,4.0,39.0,2
2010.0,Autumn,7.0,7.0,2.0,1.0,3.0,2.0,0.0,22.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.46,1.2,1.194218,1.257274,1.264003,1.3192139999999999,27.7,81.8,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,86.0,0.0,11.470175,0.6,118.11,23.0,73.4,1
2012.0,Spring,4.0,4.0,9.0,2.0,3.0,2.0,0.0,13.189256388091055,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,27.0,26.39,0.68,1.0,1.194218,1.257274,1.264003,1.3192139999999999,30.2,86.4,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,30.0,86.0,24.375785999999998,75.874689,22.970135,73.34141899999999,34.0,0.0,11.470175,1.01,198.82,31.5,88.7,2
2012.0,Spring,14.0,18.0,26.0,1.0,2.0,1.0,0.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,25.45,0.75,1.2,1.194218,1.257274,1.264003,1.3192139999999999,22.1,71.8,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,22.2,72.0,22.4,72.3,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,81.3,0.0,11.470175,0.1,19.33,18.3,64.9,1
1995.0,Autumn,7.0,7.0,0.0,2.0,3.0,3.0,0.0,13.189256388091055,2.0,0.0,1.0,1.0,1.0,5.0,0.06,5.07,25.75,0.88,1.21,1.194218,1.257274,1.264003,1.3192139999999999,22.0,71.6,24.569257999999998,76.22371899999999,22.0,23.450124,74.207647,22.0,71.7,22.1,71.8,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,61.0,0.0,11.470175,0.04,7.87,17.446745999999997,63.383538,2
1993.0,Summer,9.0,6.0,8.0,2.0,2.0,1.0,0.0,13.189256388091055,2.0,1.0,1.0,1.0,0.0,0.0,3.0,99.12,33.39,0.39,3.8,1.194218,1.257274,1.264003,1.3192139999999999,31.5,88.7,24.569257999999998,76.22371899999999,31.5,23.450124,74.207647,31.5,88.7,31.5,88.7,31.5,88.7,24.79673,76.631297,31.5,88.7,22.970135,73.34141899999999,34.9,0.0,11.470175,0.44,86.22,17.446745999999997,63.383538,3
2007.0,Summer,0.0,15.0,14.0,4.0,2.0,1.0,0.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.3,1.0,1.194218,1.257274,1.264003,1.3192139999999999,31.3,88.3,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,31.5,88.7,24.375785999999998,75.874689,22.970135,73.34141899999999,70.3,2.0,11.470175,0.1,19.69,28.0,82.4,3
1996.0,Winter,9.0,5.0,26.0,2.0,2.0,1.0,1.0,13.189256388091055,0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,25.0,21.6,0.78,1.2,1.194218,1.257274,1.264003,1.3192139999999999,19.2,66.6,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,19.2,66.6,24.375785999999998,75.874689,19.1,66.4,39.3,0.0,11.470175,0.02,3.94,4.0,39.0,2
1996.0,Summer,9.0,5.0,26.0,2.0,1.0,1.0,1.0,13.189256388091055,0.0,2.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.6,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,23.7,74.6,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,23.0,73.3,24.375785999999998,75.874689,22.1,71.8,46.4,0.0,11.470175,0.07,13.78,4.0,39.0,3
1995.0,Summer,9.0,5.0,26.0,2.0,2.0,1.0,1.0,13.189256388091055,0.0,3.0,0.0,1.0,0.0,0.0,0.6,13.0,27.46,0.68,1.4,1.194218,1.257274,1.264003,1.3192139999999999,25.2,77.4,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,25.2,77.4,24.375785999999998,75.874689,22.970135,73.34141899999999,36.9,0.0,11.470175,0.02,3.28,16.0,61.0,3
2011.0,Summer,7.0,7.0,4.0,4.0,2.0,1.0,0.0,13.189256388091055,0.0,2.0,1.0,1.0,0.0,5.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.17,2.7,1.194218,1.257274,1.264003,1.3192139999999999,29.3,84.7,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,29.4,84.8,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,47.548293,0.0,11.470175,0.61,120.08,11.0,51.8,1
2012.0,Summer,13.0,11.0,9.0,2.0,3.0,2.0,1.0,45.0,1.0,0.0,1.0,1.0,1.0,5.0,0.2,6.0,25.82,0.79,1.1,1.194218,1.257274,1.264003,1.3192139999999999,24.2,75.6,24.2,75.6,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,23.9,75.0,24.375785999999998,75.874689,22.970135,73.34141899999999,52.9,0.0,11.470175,0.01,1.97,18.5,65.3,2
2011.0,Autumn,4.0,4.0,9.0,4.0,2.0,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.48,1.0,1.194218,1.257274,1.264003,1.3192139999999999,31.6,88.9,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,26.4,1.0,-1.0,1.05,206.69,33.2,91.8,3
1993.0,Summer,6.0,3.0,17.0,0.0,2.0,1.0,0.0,30.0,1.0,3.0,1.0,1.0,0.0,0.0,2.58,94.96,33.46,0.6,1.01,1.194218,1.257274,1.264003,1.3192139999999999,32.4,90.3,24.569257999999998,76.22371899999999,32.4,23.450124,74.207647,32.4,90.3,32.4,90.3,32.4,90.3,24.79673,76.631297,32.4,90.3,22.970135,73.34141899999999,57.4,0.0,11.470175,0.05,10.41,17.446745999999997,63.383538,3
2005.0,Summer,7.0,7.0,4.0,1.0,3.0,3.0,0.0,13.189256388091055,0.0,3.0,1.0,1.0,0.0,2.0,1.7,60.0,30.63,0.31,1.6,1.194218,1.257274,1.264003,1.3192139999999999,29.7,85.5,29.6,85.3,29.8,29.8,85.6,24.504233,76.105627,30.2,86.4,24.621170000000003,76.316978,30.2,86.4,30.2,86.4,30.3,86.5,75.7,0.0,11.470175,0.35,68.24,29.0,84.0,1
2012.0,Autumn,3.0,16.0,9.0,2.0,3.0,1.0,0.0,13.189256388091055,1.0,-1.0,1.0,1.0,2.0,0.0,0.8,17.0,27.73,0.68,1.0,1.194218,1.257274,1.264003,1.3192139999999999,27.1,80.8,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,26.7,80.1,24.375785999999998,75.874689,22.970135,73.34141899999999,61.0,0.0,11.470175,0.02,3.94,29.7,85.5,3
1988.0,Summer,3.0,16.0,24.0,2.0,1.0,1.0,0.0,26.0,2.0,1.0,1.0,1.0,0.0,0.0,0.03,5.02,25.52,0.55,1.1,1.194218,1.257274,1.264003,1.3192139999999999,25.3,77.5,24.569257999999998,76.22371899999999,25.3,23.450124,74.207647,25.7,78.3,26.2,79.1,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,42.0,0.0,11.470175,0.13,25.59,17.446745999999997,63.383538,3
1984.0,Summer,7.0,7.0,0.0,2.0,2.0,1.0,0.0,45.0,2.0,2.0,1.0,1.0,0.0,0.0,1.11,31.15,27.8,0.62,1.09,1.092150171,1.092150171,1.092150171,1.092150171,29.2,84.6,24.569257999999998,76.22371899999999,29.2,23.450124,74.207647,28.9,84.0,28.5,83.3,29.0,84.2,24.79673,76.631297,29.0,84.2,22.970135,73.34141899999999,57.4,0.0,11.470175,0.39,76.77,17.446745999999997,63.383538,3
1995.0,Winter,9.0,5.0,26.0,2.0,2.0,1.0,1.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,0.0,-0.4,8.0,23.72,0.78,1.2,1.194218,1.257274,1.264003,1.3192139999999999,22.0,71.6,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,21.9,71.4,24.375785999999998,75.874689,21.3,70.3,37.8,0.0,11.470175,0.06,11.81,16.0,61.0,2
2005.0,Winter,7.0,7.0,4.0,3.0,2.0,1.0,0.0,13.189256388091055,0.0,-1.0,1.0,1.0,0.0,3.0,-0.5,10.0,23.8,0.93,1.2,1.194218,1.257274,1.264003,1.3192139999999999,21.1,70.0,21.0,69.8,21.2,21.1,70.0,24.504233,76.105627,22.2,72.0,24.621170000000003,76.316978,21.7,71.1,21.6,70.9,21.6,70.9,29.3,0.0,11.470175,0.25,49.21,15.0,59.0,1
1982.0,Summer,7.0,7.0,0.0,2.0,1.0,1.0,0.0,24.0,1.0,1.3,1.0,1.0,0.0,0.0,-0.48,9.75,23.44,0.58,1.09,1.194218,1.257274,1.264003,1.3192139999999999,23.4,74.1,24.569257999999998,76.22371899999999,23.4,23.450124,74.207647,23.4,74.1,23.4,74.1,23.4,74.1,24.79673,76.631297,23.4,74.1,22.970135,73.34141899999999,48.5,0.0,11.470175,0.01,1.97,17.446745999999997,63.383538,3
1993.0,Summer,11.0,2.0,27.0,2.0,1.0,1.0,0.0,13.189256388091055,2.0,2.0,1.0,1.0,0.0,3.0,0.0,5.0,25.22,0.68,1.2,1.194218,1.257274,1.264003,1.3192139999999999,23.2,73.8,23.4,74.2,23.3,23.0,73.3,23.3,74.0,23.4,74.2,23.3,74.0,23.6,74.4,23.4,74.1,23.1,73.5,55.5,0.0,11.470175,0.06,12.6,17.446745999999997,63.383538,1
2012.0,Winter,4.0,4.0,9.0,2.0,3.0,1.0,0.0,13.189256388091055,1.0,1.0,1.0,1.0,1.0,0.0,0.8,17.0,27.49,0.7,1.0,1.194218,1.257274,1.264003,1.3192139999999999,27.4,81.3,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,27.0,80.6,24.375785999999998,75.874689,22.970135,73.34141899999999,47.0,0.0,11.470175,0.03,5.91,21.6,70.9,1
2011.0,Spring,14.0,18.0,26.0,1.0,2.0,1.0,0.0,13.189256388091055,0.0,3.0,1.0,1.0,0.0,0.0,0.8,18.0,27.71,0.4,1.2,1.194218,1.257274,1.264003,1.3192139999999999,27.2,81.0,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,27.5,81.4,27.7,81.9,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,60.8,0.0,11.470175,0.09,18.5,18.3,64.9,1
1996.0,Winter,9.0,5.0,26.0,2.0,1.0,1.0,1.0,13.189256388091055,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,25.37,0.75,1.2,1.194218,1.257274,1.264003,1.3192139999999999,23.7,74.6,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.2,75.6,24.375785999999998,75.874689,23.3,73.9,27.3,0.0,11.470175,0.11,21.65,16.0,61.0,3
2006.0,Summer,3.0,16.0,15.0,4.0,3.0,1.0,0.0,13.189256388091055,0.0,1.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.675876,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,29.5,85.1,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,30.4,86.7,24.375785999999998,75.874689,22.970135,73.34141899999999,62.0,0.0,11.470175,0.4,78.74,24.0,75.2,1
1996.0,Summer,9.0,5.0,26.0,2.0,2.0,1.0,1.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,0.0,-0.7,15.0,22.23,0.57,1.3,1.194218,1.257274,1.264003,1.3192139999999999,23.8,74.9,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,23.8,74.8,24.375785999999998,75.874689,22.970135,73.34141899999999,52.3,0.0,11.470175,0.53,103.35,16.0,61.0,2
2010.0,Spring,7.0,7.0,2.0,2.0,1.0,1.0,0.0,25.0,2.0,-1.0,1.0,1.0,1.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.83,1.1,1.194218,1.257274,1.264003,1.3192139999999999,22.5,72.5,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,62.6,0.0,11.470175,0.1,19.69,18.0,64.4,1
2009.0,Autumn,15.0,8.0,22.0,5.0,3.0,3.0,0.0,72.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.55,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,28.2,82.8,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,47.548293,0.0,11.470175,0.8476799999999999,34.932351000000004,13.0,55.0,1
1998.0,Autumn,10.0,17.0,19.0,3.0,3.0,3.0,1.0,13.189256388091055,1.0,0.0,1.0,1.0,1.0,0.0,0.9,23.0,29.16,0.69,1.4,1.194218,1.257274,1.264003,1.3192139999999999,25.5,77.9,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,26.1,79.0,26.1,79.0,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,52.0,2.0,0.0,0.07,13.78,18.1,64.6,2
1988.0,Summer,3.0,16.0,24.0,2.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,1.0,0.0,0.0,0.65,13.94,28.08,0.72,1.1,1.194218,1.257274,1.264003,1.3192139999999999,25.9,78.6,24.569257999999998,76.22371899999999,25.9,23.450124,74.207647,26.3,79.4,26.8,80.2,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,59.4,0.0,11.470175,0.13,25.59,17.446745999999997,63.383538,3
1987.0,Summer,0.0,15.0,20.0,2.0,2.0,1.0,0.0,13.189256388091055,2.0,1.5,1.0,1.0,0.0,0.0,1.87,70.46,32.98,0.33,1.43,1.058020478,1.979522184,1.979522184,1.979522184,30.3,86.5,24.569257999999998,76.22371899999999,30.3,23.450124,74.207647,30.4,86.6,30.4,86.7,30.4,86.7,24.79673,76.631297,30.4,86.7,22.970135,73.34141899999999,69.4,0.0,11.470175,0.1,19.69,17.446745999999997,63.383538,1
1995.0,Autumn,2.0,13.0,27.0,1.0,1.0,1.0,0.0,18.0,2.0,-0.1,1.0,1.0,1.0,6.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.48,1.2,1.194218,1.257274,1.264003,1.3192139999999999,24.496357999999997,76.09054,22.7,72.8,24.220964000000002,23.450124,74.207647,22.5,72.6,24.602735,76.283592,22.4,72.4,22.4,72.4,24.375785999999998,75.874689,22.970135,73.34141899999999,62.0,0.0,11.470175,0.8476799999999999,34.932351000000004,17.446745999999997,63.383538,2
2012.0,Summer,12.0,9.0,9.0,2.0,1.0,1.0,0.0,25.0,1.0,0.0,1.0,1.0,1.0,6.0,-0.2,6.0,24.37,0.7,1.1,1.194218,1.257274,1.264003,1.3192139999999999,22.9,73.2,22.9,73.2,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,23.3,73.9,24.375785999999998,75.874689,22.970135,73.34141899999999,49.9,0.0,11.470175,0.08,14.76,30.9,87.6,2
2009.0,Autumn,15.0,8.0,22.0,5.0,3.0,3.0,0.0,78.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.63,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,26.7,80.1,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,47.548293,0.0,11.470175,0.8476799999999999,34.932351000000004,13.0,55.0,1
1996.0,Winter,9.0,5.0,26.0,2.0,1.0,1.0,1.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,0.0,0.2,6.0,25.96,0.63,1.8,1.194218,1.257274,1.264003,1.3192139999999999,20.7,69.2,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,20.6,69.2,24.375785999999998,75.874689,22.970135,73.34141899999999,35.4,0.0,11.470175,0.06,11.81,16.0,61.0,2
1988.0,Spring,3.0,16.0,24.0,2.0,1.0,1.0,0.0,28.0,2.0,1.0,1.0,1.0,0.0,0.0,0.21,5.93,26.3,0.66,1.1,1.194218,1.257274,1.264003,1.3192139999999999,24.7,76.5,24.569257999999998,76.22371899999999,24.7,23.450124,74.207647,25.2,77.3,25.7,78.2,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,58.4,0.0,11.470175,0.12,23.62,17.446745999999997,63.383538,3
2010.0,Spring,7.0,7.0,2.0,1.0,3.0,2.0,0.0,19.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.27,1.0,1.194218,1.257274,1.264003,1.3192139999999999,27.2,81.0,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,83.6,0.0,11.470175,0.3,59.06,18.0,64.4,3
1996.0,Summer,9.0,5.0,26.0,2.0,1.0,1.0,1.0,13.189256388091055,0.0,1.0,1.0,1.0,0.0,0.0,0.2,6.0,25.64,0.68,1.2,1.194218,1.257274,1.264003,1.3192139999999999,25.3,77.6,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,23.7,74.7,24.375785999999998,75.874689,25.2,77.3,29.3,0.0,11.470175,0.03,5.91,4.0,39.0,3
1999.0,Winter,9.0,5.0,11.0,2.0,2.0,1.0,0.0,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,1.7,1.2,1.194218,1.257274,1.264003,1.3192139999999999,21.8,71.2,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,51.0,0.0,11.470175,0.03,5.91,5.0,41.0,2
2012.0,Summer,4.0,4.0,9.0,2.0,3.0,1.0,0.0,13.189256388091055,2.0,-2.0,1.0,1.0,2.0,0.0,0.1,5.0,25.56,0.63,1.0,1.194218,1.257274,1.264003,1.3192139999999999,25.4,77.7,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,25.0,77.0,24.375785999999998,75.874689,22.970135,73.34141899999999,66.0,0.0,11.470175,0.01,1.97,27.0,80.6,1
2015.0,Autumn,9.0,5.0,26.0,4.0,2.0,1.0,1.0,70.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.59,1.7,1.194218,1.257274,1.264003,1.3192139999999999,22.8,73.1,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,53.2,0.0,0.0,0.8476799999999999,34.932351000000004,8.6,47.4,3
1991.0,Spring,11.0,2.0,27.0,2.0,1.0,1.0,0.0,13.189256388091055,2.0,0.0,1.0,1.0,0.0,6.0,-0.94,23.67,22.53,0.64,1.0,1.194218,1.257274,1.264003,1.3192139999999999,22.5,72.5,23.1,73.6,22.7,21.7,71.0,22.7,72.9,22.9,73.2,22.7,72.8,23.4,74.1,22.9,73.2,21.8,71.2,37.4,0.0,11.470175,0.09,17.26,17.446745999999997,63.383538,2
2004.0,Winter,15.0,8.0,4.0,1.0,1.0,1.0,1.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,2.0,1.2,35.0,30.01,1.28,1.0,1.194218,1.257274,1.264003,1.3192139999999999,27.7,81.9,27.7,81.9,24.220964000000002,23.450124,74.207647,24.504233,76.105627,27.1,80.8,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,38.7,0.0,11.470175,0.2,39.37,-2.0,28.0,1
2012.0,Summer,12.0,9.0,9.0,2.0,3.0,1.0,0.0,55.0,1.0,2.0,0.0,1.0,2.0,5.0,3.0,99.0,33.24,0.53,1.6,1.194218,1.257274,1.264003,1.3192139999999999,34.9,94.8,34.9,94.8,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,35.1,95.2,24.375785999999998,75.874689,22.970135,73.34141899999999,45.7,0.0,11.470175,0.64,125.0,30.9,87.6,1
1987.0,Summer,11.0,2.0,27.0,2.0,1.0,1.0,0.0,13.189256388091055,1.0,1.0,1.0,1.0,0.0,5.0,-0.15,5.46,24.5,0.54,1.2,1.194218,1.257274,1.264003,1.3192139999999999,23.6,74.4,23.8,74.8,23.4,23.5,74.2,23.6,74.6,23.7,74.7,23.6,74.6,23.8,74.9,23.7,74.6,23.5,74.2,61.6,0.0,11.470175,0.05,10.5,17.446745999999997,63.383538,2
2012.0,Spring,3.0,16.0,9.0,2.0,1.0,1.0,0.0,13.189256388091055,1.0,-1.0,1.0,1.0,2.0,0.0,1.2,36.0,29.15,0.64,1.0,1.194218,1.257274,1.264003,1.3192139999999999,26.0,78.8,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,29.2,84.6,24.375785999999998,75.874689,22.970135,73.34141899999999,47.0,0.0,11.470175,0.08,15.75,30.4,86.7,3
1993.0,Summer,6.0,3.0,17.0,0.0,2.0,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.0,0.0,1.21,35.83,28.93,0.6,0.89,1.194218,1.257274,1.264003,1.3192139999999999,30.1,86.2,24.569257999999998,76.22371899999999,30.1,23.450124,74.207647,30.0,86.1,30.0,86.0,30.0,86.0,24.79673,76.631297,30.0,86.0,22.970135,73.34141899999999,72.3,0.0,11.470175,0.5,99.23,17.446745999999997,63.383538,2
